collision-id,report-number,report-version,is-preliminary,ncic-code,crash-date-time,crash-time-description,beat,city-id,city-code,city-name,county-code,city-is-active,city-is-incorporated,collision-type-code,collision-type-description,collision-type-other-desc,day-of-week,dispatch-notified,has-photographs,hit-run,is-attachments-mailed,is-deleted,is-highway-related,is-tow-away,judicial-district,motor-vehicle-involved-with-code,motor-vehicle-involved-with-desc,motor-vehicle-involved-with-other-desc,number-injured,number-killed,lighting-code,lighting-description,latitude,longitude,milepost-direction,milepost-distance,milepost-marker,milepost-unit-of-measure,pedestrian-action-code,pedestrian-action-desc,prepared-date,primary-collision-factor-code,primary-collision-factor-description,primary-collision-factor-is-cited,primary-collision-party-number,primary-road,reporting-district,reporting-district-code,reviewed-date,roadway-surface-code,secondary-direction,secondary-distance,secondary-road,secondary-unit-of-measure,sketch-desc,traffic-control-device-code,created-date,modified-date,is-county-road,is-freeway,chp-555-version,is-additonal-object-struck,notification-date,notification-time-description,has-digital-media-files,evidence-number,is-location-refer-to-narrative,is-aoi-one-same-as-location
4547783,9370-2025-00209,1,False,9370,1/20/2025 1:45:00 PM,1345,025,14,109,Oakland,1,True,True,C,REAR END,,Monday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.833482,-122.26656,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2025 1:45:00 PM,A,VC 22350,False,1,SR-24 W/B,,,1/23/2025 1:12:30 PM,A,E,750.0,42ND ST,F,,D,1/23/2025 1:12:31 PM,1/23/2025 1:12:31 PM,False,True,4,,1/20/2025 1:46:00 PM,1346,False,,,True
4547782,9370-2025-00235,1,False,9370,1/21/2025 5:55:00 PM,1755,008,14,109,Oakland,1,True,True,C,REAR END,,Tuesday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,C,DARK-STREET LIGHTS,37.824412,-122.310401,,,,,A,NO PEDESTRIANS INVOLVED,1/21/2025 5:55:00 PM,A,VC 21658(A),False,1,I-80 E/B,,,1/23/2025 1:11:41 PM,A,E,220.0,WEST GRAND AVENUE,F,,D,1/23/2025 1:11:42 PM,1/23/2025 1:11:42 PM,False,True,4,,1/21/2025 5:56:00 PM,1756,False,,,True
4547771,9370-2025-00220,1,False,9370,1/21/2025 9:28:00 AM,928,002,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Tuesday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.825139,-122.313125,,,,,A,NO PEDESTRIANS INVOLVED,1/21/2025 9:28:00 AM,A,VC 21658(A),False,1,I-80 W/B,,,1/23/2025 1:08:30 PM,A,W,1000.0,WEST GRAND AVENUE,F,,D,1/23/2025 1:08:34 PM,1/23/2025 1:08:34 PM,False,True,4,,1/21/2025 9:29:00 AM,929,True,EMBEDDED,,True
4547519,9335-2025-00069,1,False,9335,1/10/2025 2:55:00 AM,255,084,14,109,Oakland,1,True,True,E,HIT OBJECT,,Friday,Yes,False,,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,I,FIXED OBJECT,CENTER DIVIDE,1,0,C,DARK-STREET LIGHTS,37.819716,-122.344767,,,,,A,NO PEDESTRIANS INVOLVED,1/10/2025 2:55:00 AM,A,VC 23152(a),False,1,I-80 E/B,,,1/23/2025 10:53:30 AM,A,E,4175.0,SAN FRANCISCO/ OAKLAND BAY BRIDGE SAS TOWER,F,,D,1/23/2025 10:53:32 AM,1/23/2025 10:53:32 AM,False,True,4,,1/10/2025 2:58:00 AM,258,False,,,True
4547160,9370-2025-00215,1,False,9370,1/21/2025 7:00:00 AM,700,002,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Tuesday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.825968,-122.30212,,,,,A,NO PEDESTRIANS INVOLVED,1/21/2025 7:00:00 AM,A,VC 21658(A),False,1,I-80 W/B,,,1/23/2025 8:08:16 AM,A,E,1000.0,WEST GRAND AVENUE,F,,D,1/23/2025 8:08:17 AM,1/23/2025 8:08:17 AM,False,True,4,,1/21/2025 7:01:00 AM,701,True,EMBEDDED,,True
4547051,9370-2025-00199,1,False,9370,1/20/2025 9:42:00 AM,942,176,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Monday,Yes,False,,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,2,0,A,DAYLIGHT,37.729106,-122.186479,,,,,A,NO PEDESTRIANS INVOLVED,1/20/2025 9:42:00 AM,A,VC 21658(A),False,1,I-880 S/B,,,1/23/2025 7:03:26 AM,A,S,1000.0,98TH AVENUE,F,,D,1/23/2025 7:03:28 AM,1/23/2025 7:03:28 AM,False,True,4,True,1/20/2025 9:45:00 AM,945,True,EMBEDDED,,True
4546578,9370-2025-00180,1,False,9370,1/18/2025 10:45:00 AM,1045,054,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Saturday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.821658,-122.25875,,,,,A,NO PEDESTRIANS INVOLVED,1/18/2025 10:45:00 AM,A,VC 22107,False,1,I-580 E/B,,,1/22/2025 5:09:54 PM,A,W,1389.0,HARRISON ST,F,,D,1/22/2025 5:09:56 PM,1/22/2025 5:09:56 PM,False,True,4,,1/18/2025 10:56:00 AM,1056,False,,,True
4546528,9370-2025-00171,1,False,9370,1/17/2025 6:15:00 PM,1815,055,14,109,Oakland,1,True,True,C,REAR END,,Friday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,1,0,C,DARK-STREET LIGHTS,37.82727,-122.280129,,,,,A,NO PEDESTRIANS INVOLVED,1/17/2025 6:15:00 PM,A,VC 22350,False,1,I-580 W/B,,,1/22/2025 3:50:48 PM,A,W,78.0,ADELINE ST,F,,D,1/22/2025 3:50:51 PM,1/22/2025 3:50:51 PM,False,True,4,,1/17/2025 6:29:00 PM,1829,False,,,True
4546515,9370-2025-00170,1,False,9370,1/17/2025 5:20:00 PM,1720,054,14,109,Oakland,1,True,True,C,REAR END,,Friday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,B,DUSK-DAWN,37.809957,-122.24735,,,,,A,NO PEDESTRIANS INVOLVED,1/17/2025 5:20:00 PM,A,VC 22350,False,1,I-580 E/B,,,1/22/2025 3:32:01 PM,A,W,151.0,LAKESHORE AVE,F,,D,1/22/2025 3:32:03 PM,1/22/2025 3:32:03 PM,False,True,4,,1/17/2025 5:34:00 PM,1734,False,,,True
4546487,9370-2025-00161,1,False,9370,1/16/2025 4:00:00 PM,1600,177,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Thursday,NotApplicable,False,,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,J,OTHER OBJECT,CONCRETE WALL,0,0,A,DAYLIGHT,37.790209,-122.258303,,,,,A,NO PEDESTRIANS INVOLVED,1/16/2025 4:00:00 PM,A,VC 22107,False,1,I-880 N/B,,,1/22/2025 3:09:11 PM,A,N,200.0,5TH AVE,F,,D,1/22/2025 3:09:13 PM,1/22/2025 3:09:13 PM,False,True,4,,1/16/2025 4:30:00 PM,1630,False,,,True
4546472,9370-2025-00067,1,False,9370,1/8/2025 9:15:00 AM,915,024,14,109,Oakland,1,True,True,C,REAR END,,Wednesday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.849584,-122.236828,,,,,A,NO PEDESTRIANS INVOLVED,1/8/2025 9:15:00 AM,A,VC 22350,False,2,SR 24 WB,,,1/22/2025 2:57:16 PM,A,E,200.0,BROADWAY,F,,D,1/22/2025 2:57:18 PM,1/22/2025 2:57:18 PM,False,True,4,,1/8/2025 9:30:00 AM,930,False,,,True
4546325,9370-2025-00155,1,False,9370,1/16/2025 6:50:00 AM,650,008,14,109,Oakland,1,True,True,C,REAR END,,Thursday,NotApplicable,False,,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.836264,-122.295945,,,,,A,NO PEDESTRIANS INVOLVED,1/16/2025 6:50:00 AM,A,VC 22350,False,1,I-80 WESTBOUND,,,1/22/2025 1:39:00 PM,A,W,640.0,POWELL ST,F,,D,1/22/2025 1:39:02 PM,1/22/2025 1:39:02 PM,False,True,4,,1/16/2025 6:54:00 AM,654,False,,,True
4546174,9370-2025-00121,1,False,9370,1/13/2025 3:15:00 PM,1515,176,14,109,Oakland,1,True,True,C,REAR END,,Monday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.732214,-122.187148,,,,,A,NO PEDESTRIANS INVOLVED,1/13/2025 3:15:00 PM,A,VC 22350,False,1,I-880 N/B TO 98TH AVENUE,,,1/22/2025 12:10:59 PM,A,S,50.0,98TH AVENUE,F,,D,1/22/2025 12:11:00 PM,1/22/2025 12:11:00 PM,False,True,4,,1/13/2025 3:21:00 PM,1521,False,,,True
4546153,9370-2025-00127,1,False,9370,1/14/2025 10:06:00 AM,1006,177,14,109,Oakland,1,True,True,C,REAR END,,Tuesday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.788638,-122.251489,,,,,A,NO PEDESTRIANS INVOLVED,1/14/2025 10:06:00 AM,A,VC 22350,False,1,I-880 N/B,,,1/22/2025 12:01:23 PM,A,S,2500.0,5TH AVENUE,F,,D,1/22/2025 12:01:25 PM,1/22/2025 12:01:25 PM,False,True,4,,1/14/2025 10:20:00 AM,1020,True,AREA / EMBEDDED,,True
4545345,9370-2025-00082,1,False,9370,1/9/2025 10:20:00 AM,1020,177,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Thursday,Yes,False,,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,1,0,A,DAYLIGHT,37.7882,-122.249946,,,,,A,NO PEDESTRIANS INVOLVED,1/9/2025 10:20:00 AM,A,VC 22350,False,1,I-880 N/B (NIMITZ FREEWAY),,,1/22/2025 6:00:52 AM,A,S,2500.0,5TH AVENUE,F,,D,1/22/2025 6:00:54 AM,1/22/2025 6:00:54 AM,False,True,4,,1/9/2025 10:25:00 AM,1025,False,,,True
4545011,9370-2025-00140,1,False,9370,1/15/2025 7:00:00 AM,700,002,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Wednesday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,1,0,A,DAYLIGHT,37.825259,-122.31287,,,,,A,NO PEDESTRIANS INVOLVED,1/15/2025 7:00:00 AM,A,VC 21658(A),False,1,I-80 W/B,,,1/21/2025 5:03:30 PM,A,W,1000.0,WEST GRAND AVENUE,F,,D,1/21/2025 5:03:31 PM,1/21/2025 5:03:31 PM,False,True,4,,1/15/2025 7:05:00 AM,705,True,EMBEDDED,,True
4544942,9370-2025-00108,1,False,9370,1/12/2025 12:00:00 AM,2500,008,14,109,Oakland,1,True,True,E,HIT OBJECT,,Sunday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,I,FIXED OBJECT,TOLL #15 ATTENUATOR,0,0,B,DUSK-DAWN,37.825038,-122.313748,,,,,A,NO PEDESTRIANS INVOLVED,1/12/2025 12:00:00 AM,A,VC 22107,False,,I-80 WESTBOUND,,,1/21/2025 3:51:22 PM,A,E,18.0,SFB TOLL PLAZA,F,,A,1/21/2025 3:51:24 PM,1/21/2025 3:51:24 PM,False,True,4,,1/12/2025 12:00:00 PM,1200,False,,,True
4544906,9370-2025-00073,1,False,9370,1/8/2025 4:50:00 PM,1650,052,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Wednesday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.778194,-122.168299,,,,,A,NO PEDESTRIANS INVOLVED,1/8/2025 4:50:00 PM,A,VC 21658(a),False,1,I-580 E/B,,,1/21/2025 3:26:45 PM,A,W,1345.0,EDWARDS AVE,F,,D,1/21/2025 3:26:46 PM,1/21/2025 3:26:46 PM,False,True,4,,1/8/2025 4:52:00 PM,1652,False,,,True
4544422,9370-2025-00100,1,False,9370,1/11/2025 3:15:00 PM,1515,176,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Saturday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.765565,-122.218137,,,,,A,NO PEDESTRIANS INVOLVED,1/11/2025 3:15:00 PM,A,VC 21658(A),False,1,I-880 N/B,,,1/21/2025 11:58:41 AM,A,S,500.0,HIGH ST,F,,D,1/21/2025 11:58:43 AM,1/21/2025 11:58:43 AM,False,True,4,,1/11/2025 3:20:00 PM,1520,False,,,True
4544381,9370-2025-00112,1,False,9370,1/11/2025 10:10:00 AM,1010,052,14,109,Oakland,1,True,True,C,REAR END,,Saturday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.74931,-122.150986,,,,,A,NO PEDESTRIANS INVOLVED,1/11/2025 10:10:00 AM,A,VC 22350,False,1,I-580 WESTBOUND,,,1/21/2025 11:37:29 AM,A,W,1680.0,106TH AVENUE,F,,D,1/21/2025 11:37:33 AM,1/21/2025 11:37:33 AM,False,True,4,,1/11/2025 10:15:00 AM,1015,True,EMBEDDED,,True
4544313,9370-2025-00095,1,False,9370,1/10/2025 6:50:00 AM,650,177,14,109,Oakland,1,True,True,A,HEAD-ON,,Friday,NotApplicable,False,,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,I,FIXED OBJECT,CONCRETE BARRIER,0,0,A,DAYLIGHT,37.793202,-122.263187,,,,,A,NO PEDESTRIANS INVOLVED,1/10/2025 6:50:00 AM,A,VC 22107,False,1,I-880 S/B,,,1/21/2025 11:10:26 AM,A,S,1200.0,OAK ST,F,,A,1/21/2025 11:10:28 AM,1/21/2025 11:10:28 AM,False,True,4,,1/10/2025 6:55:00 AM,655,False,,,True
4544084,9370-2025-00109,2,False,9370,1/10/2025 10:50:00 AM,1050,055,14,109,Oakland,1,True,True,C,REAR END,,Friday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.826486,-122.276917,,,,,A,NO PEDESTRIANS INVOLVED,1/10/2025 10:50:00 AM,A,VC 22350,False,1,I-580 W/B,,,2/13/2025 1:53:43 PM,A,W,500.0,MARKET STREET,F,,D,1/21/2025 9:48:42 AM,2/13/2025 1:53:45 PM,False,True,4,,1/10/2025 10:55:00 AM,1055,False,,,True
4544048,9370-2025-00102,1,False,9370,1/10/2025 3:55:00 AM,355,176,14,109,Oakland,1,True,True,E,HIT OBJECT,,Friday,NotApplicable,False,M,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,I,FIXED OBJECT,RAISED CURB,0,0,C,DARK-STREET LIGHTS,37.775492,-122.23315,,,,,A,NO PEDESTRIANS INVOLVED,1/10/2025 3:55:00 AM,A,VC 22350,False,1,29TH AVE,,,1/21/2025 9:39:36 AM,A,,,I-880 N/B TO 29TH AVENUE,,,A,1/21/2025 9:39:38 AM,1/21/2025 9:39:38 AM,False,True,4,,1/10/2025 3:58:00 AM,358,False,,,True
4544024,9370-2025-00090,1,False,9370,1/9/2025 6:40:00 PM,1840,054,14,109,Oakland,1,True,True,E,HIT OBJECT,,Thursday,Yes,False,,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,I,FIXED OBJECT,CONCRETE BARRIER WALL,1,0,C,DARK-STREET LIGHTS,37.807851,-122.240423,,,,,A,NO PEDESTRIANS INVOLVED,1/9/2025 6:40:00 PM,A,VC 22107,False,1,I-580 W/B,,,1/21/2025 9:32:23 AM,A,E,1800.0,LAKESHORE AVENUE,F,,D,1/21/2025 9:32:28 AM,1/21/2025 9:32:28 AM,False,True,4,,1/9/2025 6:45:00 PM,1845,False,,,True
4543631,9370-2025-00075,1,False,9370,1/8/2025 8:15:00 PM,2015,052,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Wednesday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,C,DARK-STREET LIGHTS,37.75016,-122.151272,,,,,A,NO PEDESTRIANS INVOLVED,1/8/2025 8:15:00 PM,A,VC 21658(a),False,1,I-580 W/B,,,1/21/2025 6:58:07 AM,A,E,1188.0,GOLF LINKS RD,F,,D,1/21/2025 6:58:10 AM,1/21/2025 6:58:10 AM,False,True,4,,1/8/2025 8:24:00 PM,2024,False,,,True
4543595,9370-2025-00014,1,False,9370,1/2/2025 5:05:00 AM,505,176,14,109,Oakland,1,True,True,E,HIT OBJECT,,Thursday,Yes,False,,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,J,OTHER OBJECT,TIRE,1,0,B,DUSK-DAWN,37.741651,-122.197141,,,,,A,NO PEDESTRIANS INVOLVED,1/2/2025 5:05:00 AM,C,,,,I-880 N/B,,,1/21/2025 6:29:32 AM,A,N,250.0,HENGENBERGER ROAD,F,,D,1/21/2025 6:29:33 AM,1/21/2025 6:29:33 AM,False,True,4,,1/2/2025 5:10:00 AM,510,False,,,True
4543593,9370-2025-00074,1,False,9370,1/8/2025 7:50:00 PM,1950,054,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Wednesday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,C,DARK-STREET LIGHTS,37.808177,-122.241014,,,,,A,NO PEDESTRIANS INVOLVED,1/8/2025 7:50:00 PM,A,VC 21658(a),False,1,I-580 W/B,,,1/21/2025 6:28:53 AM,A,E,1612.0,LAKESHORE AVE,F,,D,1/21/2025 6:28:54 AM,1/21/2025 6:28:54 AM,False,True,4,,1/8/2025 7:55:00 PM,1955,False,,,True
